TITLE,NAME,COMMENT,LABEL,CONFIDENCE
VoiceTone C1 plays wrong scale,UlysseThevenon,"Hello,I'm using VoiceTone C1 pedal for 6 months with no problem.But today, while we were playing, it went wrong. Now, the C, C# and D scales are played a semitone up. It means when I assign C scales, it plays the C# scal...",,
Link to VL3X Sysex Manual Please - Old Links Don't Work,EdRamsey,Hi.Could I get an updated link to the VL3X Sysex Manual please? The links in the older posts don't work.Thanks.Blessings.-EdOutOfTheFormless.com,awareness,0.703
Play acoustic - guitar being distorted by vocal preset when ...,ColinLavelle,"The vocal sounds great, the guitar (electro acoustic) sounds great...Until press the hit button. The harmonies work well but now the guitar is being picked up by the mic (SM58) and fed through the vocal harmony preset cr...",,
Deepmind CC Control with Ableton,AurelSchüpbach,"First of all, hi there it's my first post in this Forum.I'm really happy with my Deepmind 12 and I also use it as Controller Keyboard for Ableton. The only thing missing is an option to control VST's in Ableton with all ...",,
how to update Euroracked Neutron,StevenMueller,there's no USB port on the Neutron front panel and there's only a midi input port. The updater app is looking to have a bidirectional communication with the Neutron. So I have to take the Neutron OUT of the Eurorack and ...,awareness,0.54
Flashback 2 Stopped Working after 5 days,matty_kellogg,"I got a FB2 for Xmas and after four days it just stopped working - it seems it stopped working after I plugged in my electric acoustic guitar, it has a 9v batter for the pickup and I am wondering if that might have had a...",decision,0.53
Tc Helicon Harmony G XT Reverbs,SebaRodriguez,"Hi, I´m new int the Forum. My name is Sebastian. I own a few Tc Helicon products, but I'm struggling a little bit with the Harmony GXT, on the Hall reverbs I found the amount of pre delay is really long, so the get a nic...",,
SingThing looper bug! (and other suggestions),PekkaKurki,Hello!I found a bug in SingThing's looper. I am using the latest firmware. 1) Record a loop (I recorded silence) 2) press stop3) press rec/play to start playback4) press rec/play again to overdub and let it go over a loo...,awareness,0.723
Flashback 2 TonePrint not saving adjusted parameters,Unchained81,So I created a dual delay TonePrint a while ago and want to adjust the delay parameters. When I do I can save the TonePrint but when saving to the pedal it jumps the delay settings back to the original settings. Then wh...,awareness,0.79
Ditto X4 is very microphonic,jstnj,"Hey all. My X4 seems to be very microphonic no matter what I do. It's picking up AM or FM radio signals even when bypassed if it's in the chain. I am using an isolated power supply (MXR Iso-Brick), EBS patch cables and I...",awareness,0.656
Play Acoustic STEREO out direct to 2 Powered Speakers.,DanielGrenier,"A very basic question. If Play Acoustic is in Stereo Output mode and going directly to 2 powered speakers (no mixer) such as theQSC CP8, how exactly is everything connected for a true stereo sound???",awareness:consideration,0.568:0.502
Toneprint for TC Mini,tele45,"I cannot download a tone print to my Mini delay. Works fine with my iPhone and regular Flashback, but no luck with the Mini. Any suggestions?",awareness,0.604
Why voice is dry while recording on the USB Thumb drive,LaurentMATHIEU,"HelloWhile playing a backing track and recording on the thumb drive, voice is dry. Effects are there on the output but not on the recorded track. Is there some settings to turn on or off ?Thank you in advance.LM",awareness,0.693
Flashback never forgets,deonn,"I have a Flashback but it started not forgetting my delay. If you have a long delay going, then you go in bypass mode, it stops like it should. But when you engage the pedal again, the delay is still going from the pre...",awareness,0.737
Remote control Ditto X4 dip switches,LordNelson,"Is there a way to remote control the dip switches on the Ditto X4? I use two different settings in a typical live set, and it is extremely inconvenient to squat down and try to to flick the right switch on stage. To make...",awareness,0.733
Flashback 2 slapback setting/toneprint questions,MikeCT,I just picked up a Flashback and love it. I sold my Vapor Trail the same day and also ordered a Corona Chorus that is coming tomorrow. Needless to say i’m New to the forum and these TC Electronics pedals.For Modern Cou...,,
Tc Electronic Hall Of Fame 2 Three Toneprints,BasistaFunky,"Hello Everyone, I have a very important question about the three toneprints of the Tc Electronic Hall Of Fame Reverb 2. So my question is - Can I use all three toneprints for downloading, putting and using the toneprints...",awareness:consideration,0.576:0.518
Weird USB/MIDI-CV interaction - Hidden transpose function,FelixHomann,"Hi,I just found that the Neutron behaves kind of weird when you use CV and USB/MIDI at the same time: Notes you send via USB/MIDI will transpose the pitch you get by sending CV voltages to the OSC1, OSC2 or OSC1+2 CV inp...",,
"Output - can voicelive carry out only ""processed vocals...",LeonardVanbaste,"I read vl3x manual and videos but still not sure...If I play a song on a mp3 player plugged in voicelive AUX input and, aswell, sing on a microfone plugged in voicelive , can the output of voicelive be only ""processe...",decision,0.506
"Where to find ""DFU"" for OS X Software Update?",ClayMorrow,"I'm trying to update my Neutron to v2.0.0. The Neutron manual says to download the ""DFU"" updater from ""http://www.musictribe.com"" but does not specify where to find it. Can anyone tell me where I might find the DFU upd...",awareness,0.89
[ Talkbox Synth ] in use with a real Keyboard-Synth (instead...,funtastico,Does anyone has experience?I want to plug a real keyboard-synth into the stompbox.Will it work as expected?thx!,,
Is there a way to bypass presets and use the physical contro...,FredJohnson,"I just got my synth and I've been trying to figure out how to use it, specifically the digital functions which aren't really described at all in the manual or online that I've seen. The presets are nice, but with an ana...",awareness,0.502
Tone Print App Help,dombar335,It's been a while since I used the tone print editor and it's completely different then I remember. If i'm trying to use someone's tone print parameters that they posted online is there a way to just start with a blank ...,,
FS-6 Footswitch alternative with LEDs?,DanielGrenier,"The lack of LEDs on the FS-6 to tell you whether the effect is on or off is, to me, a nuisance - especially during a performance. Is there an alternative foot switch with lights out there? Better yet, TC. How about addi...",awareness,0.607
Keyboard Recommendation - Recomendación para teclado. VL3X,DavidDelemont,"Hi, I plan to buy a 2-octave midi keyboard for my Voicelive 3 Extreme, and I wanted to ask, what do you recommend?Hola, tengo pensado comprarme un teclado midi de 2 octavas para mi Voicelive 3 Extreme, y les queria pregu...",consideration,0.669
Ditto x4 - how to stop,Studoc64,"Hello, this is a new unit for me and am looking for a little guidance...Have read through the manual a couple of times and can get things to work, but can anyone tell me, is it possible to get a loop to stop immediately....",awareness,0.638
"Second Time Using VL3E, just has a blank, blue screen at sta...",MichaelBird,"So I just got a brand new VL3E. I turned it on, and I started going through the presets. It worked fine. I then turned it off to move it to my room...then turned it back on, and all I see is a blank, blue screen.I have n...",,
DeepMind12 black keys velocity issue firmware v1.1.2,LauriNurmela,Hi group! Anyone else having problems with DeepMind 12’s velocity? Certain black keys are still way too loud and that makes DM12 almost useless as a midi controller. The problem does not exist if DM12 is controlled by an...,,
how to reset subnup mini Octaver,crustulum,"Hello there,I am completly new to this..How can I reset the octaver subnup mini? I changed the settings in the TuneEditor but now it sounds like shit..Hope anyone can help me(I just want the default settings...)",awareness,0.515
Arperggiator Settings Jumping Around By Themselves,ThomasRonkin,"I have two problems with the arpeggiator on the Deepmind 6:When I set the octave range to 1, after a short while it will jump to 3 octaves all by itselfWhen I set the pattern to""as played"", after a while it jumps to ""alt...",,
